sample,N,mean,median,sd,minimum,maximum,share_below_050
policy_in_force,4277,0.4368441485406198,0.4273193470060483,0.06620867097861653,0.2641640066488095,0.729717488131579,0.8604161795651157
observed_only,480,0.4291646932980827,0.42310298538457103,0.0628932015970251,0.2641640066488095,0.729717488131579,0.8958333333333334
