privateR1_minus_publicR1,privateR1_rank_p,landgrant_minus_nonland,landgrant_rank_p,medical_minus_no_med,medical_rank_p,type_kw_p
0.033352469405852236,0.00011512169694229527,-0.018699987717703648,0.022542940819641116,0.010398843324063711,0.3722378030585951,0.0010741404762178873
