transitions,institutions_with_multiple_observed_policies,mean_change,median_change,mean_abs_change,median_abs_change,share_negative,share_positive,share_abs_ge_002,share_abs_ge_005,median_year_gap,mean_year_gap
330,129,-0.009391410681389937,-0.002333347134230307,0.041462102308555675,0.020554192999097137,0.5606060606060606,0.43636363636363634,0.503030303030303,0.25757575757575757,6.0,8.50909090909091
